clinvar_class,rAF5,log_key
B/LB,5.18145729150613e-05,0
B/LB,4.42383918459796e-06,0
B/LB,1.99161926612813e-05,0
B/LB,3.98111359709538e-06,0
B/LB,6.52111537157315e-06,0
B/LB,3.86049045386499e-05,0
B/LB,5.76498765768552e-05,0
B/LB,0.99086943693532,0
B/LB,0.000142040925179218,0
B/LB,1.30626747132743e-05,0
B/LB,4.29125613649628e-06,0
B/LB,2.43128578548766e-05,0
B/LB,8.9142449634516e-05,0
B/LB,4.02967452318876e-05,0
B/LB,1.66030217499585e-05,0
B/LB,3.97937094104164e-06,0
B/LB,6.40097688754961e-05,0
B/LB,9.90597577988922e-05,0
B/LB,1.33285350607115e-05,0
B/LB,3.37843544654471e-05,0
B/LB,1.21868982718978e-05,0
B/LB,8.2863085324119e-06,0
B/LB,1.60753612937451e-05,0
B/LB,4.24336549804381e-06,0
B/LB,7.62714449879491e-05,0
B/LB,3.63759821515181e-05,0
B/LB,3.38432381210234e-05,0
B/LB,4.29346706052071e-05,0
B/LB,3.98060648520409e-06,0
B/LB,0.000754097890777963,0
B/LB,0.000754097890777963,0
B/LB,0.000754097890777963,0
B/LB,0.000754097890777963,0
B/LB,0.000754097890777963,0
B/LB,4.11729345597378e-06,0
B/LB,1.20037451684926e-05,0
B/LB,1.99453232206112e-05,0
B/LB,4.00089620074897e-06,0
B/LB,2.39658725974213e-05,0
B/LB,7.05821784151395e-05,0
B/LB,7.05821784151395e-05,0
B/LB,4.24689764127305e-05,0
B/LB,3.97990941726166e-06,0
B/LB,0.000159045725646123,0
B/LB,1.69721656483367e-05,0
B/LB,0.000296106598375415,0
B/LB,7.98715665210342e-06,0
B/LB,9.15080527086384e-05,0
B/LB,7.96698481492694e-06,0
B/LB,1.19298524674912e-05,0
B/LB,9.41095598945973e-05,0
B/LB,9.41095598945973e-05,0
B/LB,2.7869570410479e-05,0
B/LB,7.99156091167727e-06,0
B/LB,1.34732152480868e-05,0
B/LB,2.13383407306248e-05,0
B/LB,8.07643538447871e-05,0
B/LB,7.97499043001148e-06,0
B/LB,8.09834631768193e-06,0
B/LB,7.96336850487756e-06,0
B/LB,3.97658586244194e-06,0
B/LB,7.03135986499789e-05,0
B/LB,3.97623800170183e-06,0
B/LB,1.6793457269048e-05,0
B/LB,3.97800956313499e-06,0
B/LB,3.97630124458229e-06,0
B/LB,3.61187584778753e-05,0
B/LB,7.97747162014471e-06,0
B/LB,1.59787801799211e-05,0
B/LB,7.95424717027657e-06,0
B/LB,1.5918243899333e-05,0
B/LB,0.125457841347885,0
B/LB,3.97639611267516e-06,0
B/LB,4.77383936030553e-05,0
B/LB,8.02445854965936e-06,0
B/LB,5.18399183321902e-05,0
B/LB,3.99201596806387e-06,0
B/LB,1.59229330042594e-05,0
B/LB,1.28173358740141e-05,0
B/LB,4.04242933833517e-06,0
B/LB,0.16458642212759,0
B/LB,0.000319241482238202,0
B/LB,9.75353247502247e-05,0
B/LB,2.01074542354342e-05,0
B/LB,5.38485563202051e-06,0
B/LB,4.32897309543221e-05,0
B/LB,7.19522237234476e-05,0
B/LB,0.000102222850487106,0
B/LB,0.000461306840341703,0
B/LB,0.000374569486082403,0
B/LB,0.0202077702702703,0
B/LB,3.99622756118224e-06,0
B/LB,0.00104113522299871,0
B/LB,0.975085189504109,0
B/LB,2.59206138001348e-05,0
B/LB,4.17505156188679e-05,0
B/LB,0.00023448744279315,0
B/LB,3.9776930971114e-06,0
B/LB,5.84734530523143e-05,0
B/LB,6.46103350691977e-06,0
B/LB,8.38089156722672e-05,0
B/LB,0.0113253147482014,0
B/LB,3.20867626060869e-05,0
B/LB,4.03805462680299e-06,0
B/LB,2.02450460372347e-05,0
B/LB,7.5577671969037e-05,0
B/LB,3.99058222594677e-06,0
B/LB,1.19590522052492e-05,0
B/LB,4.01690312836416e-06,0
B/LB,3.98851308232291e-06,0
B/LB,1.9503061980731e-05,0
B/LB,0.000628708214189246,0
B/LB,7.95741193134345e-06,0
B/LB,3.97715522041394e-06,0
B/LB,4.00923728269934e-06,0
B/LB,7.95323497832744e-06,0
B/LB,1.20075887961191e-05,0
B/LB,0.000232009117551286,0
B/LB,0.000232009117551286,0
B/LB,2.00362254956962e-05,0
B/LB,1.19920372872413e-05,0
B/LB,0.000249560097455333,0
B/LB,1.21830379623463e-05,0
B/LB,0.00722207926911762,0
B/LB,0.000347365559459922,0
B/LB,0.00301583842818175,0
B/LB,1.19382078362396e-05,0
B/LB,3.18635511700182e-05,0
B/LB,3.97794626590184e-06,0
B/LB,4.00185686158378e-06,0
B/LB,0.256914415978831,0
B/LB,0.256914415978831,0
B/LB,1.19931878692902e-05,0
B/LB,4.09961238164932e-05,0
B/LB,3.97728176654947e-05,0
B/LB,7.95684208851191e-06,0
B/LB,0.000100354049085172,0
B/LB,0.000100354049085172,0
B/LB,3.99985600518381e-05,0
B/LB,4.38474110096863e-05,0
B/LB,2.78343300674386e-05,0
B/LB,3.31975002282328e-05,0
B/LB,8.39241325841439e-05,0
B/LB,0.00762538109490627,0
B/LB,3.64283979600097e-05,0
B/LB,8.13795460648921e-06,0
B/LB,4.01425864671312e-06,0
B/LB,8.02349278687998e-06,0
B/LB,3.19777605334743e-05,0
B/LB,3.18448518816327e-05,0
B/LB,8.01249949921878e-06,0
B/LB,0.000116028775136234,0
B/LB,4.7734215885947e-05,0
B/LB,3.62157007134493e-05,0
B/LB,1.1965348351175e-05,0
B/LB,2.50917941469208e-05,0
B/LB,0.00119343372763058,0
B/LB,2.70923415368944e-05,0
B/LB,2.7357385947058e-05,0
B/LB,5.68808800609763e-05,0
B/LB,8.89946036908489e-05,0
B/LB,8.89946036908489e-05,0
B/LB,0.0157164640258204,0
B/LB,4.95491031612328e-05,0
B/LB,4.01864651985211e-05,0
B/LB,3.97968767411134e-06,0
B/LB,3.9823185058341e-06,0
B/LB,7.95399409813638e-06,0
B/LB,8.59623484913608e-06,0
B/LB,8.40661095885805e-06,0
B/LB,0.000300580119630888,0
B/LB,0.0143735946714183,0
B/LB,3.98969063938782e-06,0
B/LB,4.41791020798316e-05,0
B/LB,0.350768478884552,0
B/LB,2.81909088346281e-05,0
B/LB,5.58801928664942e-05,0
B/LB,7.97181167392102e-06,0
B/LB,3.98848126610349e-06,0
B/LB,0.858567165753164,0
B/LB,0.858567165753164,0
B/LB,5.5820926467891e-05,0
B/LB,9.51056931946282e-05,0
B/LB,9.66930961129375e-05,0
B/LB,5.27576419444357e-06,0
B/LB,4.37790035898783e-06,0
B/LB,7.95981883452333e-06,0
B/LB,6.12099457417553e-05,0
B/LB,8.06894103217894e-06,0
B/LB,7.95614572476509e-06,0
B/LB,3.99236659507023e-06,0
B/LB,2.02442263466459e-05,0
B/LB,1.01907712375673e-05,0
B/LB,0.00155367214026442,0
B/LB,2.79843287758855e-05,0
B/LB,5.68117259402341e-05,0
B/LB,3.98032129153465e-06,0
B/LB,0.353676925976789,0
B/LB,3.98288950667931e-06,0
B/LB,3.9846670013787e-06,0
B/LB,1.99306413680392e-05,0
B/LB,2.96255666947686e-05,0
B/LB,4.00759840657887e-06,0
B/LB,4.04288694470948e-06,0
B/LB,4.07421591714675e-06,0
B/LB,2.0130283192824e-05,0
B/LB,2.42669362992922e-05,0
B/LB,2.42669362992922e-05,0
B/LB,0.0002569600025696,0
B/LB,3.58969040914494e-05,0
B/LB,2.80091309766984e-05,0
B/LB,2.79209279320963e-05,0
B/LB,7.58949613734591e-05,0
B/LB,0.000752482395627905,0
B/LB,1.20016322219822e-05,0
B/LB,4.00288207509407e-06,0
B/LB,2.78782279005305e-05,0
B/LB,9.28565966418685e-05,0
B/LB,9.28565966418685e-05,0
B/LB,0.696404271578774,0
B/LB,1.60048654791056e-05,0
B/LB,0.00111437914466834,0
B/LB,3.98956330240092e-06,0
B/LB,7.01885733002667e-05,0
B/LB,6.84859764891671e-05,0
B/LB,4.00506239887218e-06,0
B/LB,3.99271728367458e-06,0
B/LB,1.60330923025124e-05,0
B/LB,3.98787685436274e-06,0
B/LB,7.98715665210342e-06,0
B/LB,1.59452758134084e-05,0
B/LB,8.09893660962316e-06,0
B/LB,0.000100657089480126,0
B/LB,0.000100657089480126,0
B/LB,2.83966443279731e-05,0
B/LB,0.000132966935555359,0
B/LB,4.0013124304772e-06,0
B/LB,1.20086462252822e-05,0
B/LB,3.98415898388009e-06,0
B/LB,1.20731147831266e-05,0
B/LB,3.97687052104958e-06,0
B/LB,3.58234619793657e-05,0
B/LB,4.00814454972504e-06,0
B/LB,7.95842518682403e-06,0
B/LB,9.56495400851281e-05,0
B/LB,7.95481664147641e-05,0
B/LB,1.98826130525378e-05,0
B/LB,4.06104563803088e-06,0
B/LB,4.02349722378692e-05,0
B/LB,2.99940011997601e-05,0
B/LB,1.89051105240024e-05,0
B/LB,1.98856179256914e-05,0
B/LB,5.21991921171189e-05,0
B/LB,3.18306608840966e-05,0
B/LB,3.97845270017585e-05,0
B/LB,3.1818001034085e-05,0
B/LB,7.95639893384254e-06,0
B/LB,7.88511846230913e-05,0
B/LB,1.5908241264387e-05,0
B/LB,6.48382286195941e-06,0
B/LB,3.97655423622323e-06,0
B/LB,3.32670764061577e-05,0
B/LB,3.97978270386437e-06,0
B/LB,1.19412490546511e-05,0
B/LB,6.11503249702984e-05,0
B/LB,1.21081988650582e-05,0
B/LB,3.99147421108512e-06,0
B/LB,4.20319947544071e-06,0
B/LB,1.32323557562953e-05,0
B/LB,0.0633040704965823,0
B/LB,7.96425641719961e-06,0
B/LB,0.252398883480435,0
B/LB,6.78128365710639e-05,0
B/LB,9.59362982979302e-05,0
B/LB,9.6585695658473e-05,0
B/LB,9.6585695658473e-05,0
B/LB,0.00012586532410321,0
B/LB,8.39060252517181e-05,0
B/LB,3.98400025497602e-06,0
B/LB,2.39080020082722e-05,0
B/LB,8.07206741790708e-06,0
B/LB,1.59049520068073e-05,0
B/LB,0.000209170742590998,0
B/LB,0.000209170742590998,0
B/LB,7.0425841588807e-05,0
B/LB,2.10011235601105e-05,0
B/LB,0.000123780532531358,0
B/LB,2.12831165293196e-05,0
B/LB,3.98092341499534e-06,0
B/LB,1.99773057806332e-05,0
B/LB,3.98705006140057e-06,0
B/LB,3.98279432850088e-05,0
B/LB,3.97930760047752e-06,0
B/LB,7.60036481751124e-05,0
B/LB,1.19506676439657e-05,0
B/LB,1.59183705955858e-05,0
B/LB,2.30757160394687e-05,0
B/LB,9.78409758006653e-05,0
B/LB,3.9986884301949e-06,0
B/LB,1.1930421780178e-05,0
B/LB,2.00211423262966e-05,0
B/LB,1.99193664047934e-05,0
B/LB,7.96717523801936e-06,0
B/LB,0.000203322259136213,0
B/LB,7.33116330899387e-06,0
B/LB,8.76026344501342e-05,0
B/LB,9.77100321554833e-05,0
B/LB,1.999976000288e-05,0
B/LB,0.000128063519505675,0
B/LB,7.97225654721569e-06,0
B/LB,7.97588093604939e-06,0
B/LB,3.57986682895396e-05,0
B/LB,4.53893498429529e-06,0
B/LB,7.95937534822267e-06,0
B/LB,9.81538889388747e-05,0
B/LB,7.95969211910883e-06,0
B/LB,5.18771548972034e-05,0
B/LB,3.67218037750014e-05,0
B/LB,4.27609917129198e-06,0
B/LB,4.01496779995824e-06,0
B/LB,0.000343179622756622,0
B/LB,0.00106062559330575,0
B/LB,4.19227447659453e-06,0
B/LB,4.34369485543641e-05,0
B/LB,0.000102263866341127,0
B/LB,3.26647938851506e-05,0
B/LB,1.41789669204702e-05,0
B/LB,5.97749047871159e-05,0
B/LB,1.24914641661531e-05,0
B/LB,1.20428726265505e-05,0
B/LB,3.98181108695479e-06,0
B/LB,1.19484781621647e-05,0
B/LB,1.19484781621647e-05,0
B/LB,8.00884176130448e-05,0
B/LB,1.61620079678699e-05,0
B/LB,1.60320641282565e-05,0
B/LB,2.80718639717677e-05,0
B/LB,1.23325851565005e-05,0
B/LB,3.22835789575632e-05,0
B/LB,7.97314644278072e-05,0
B/LB,5.17351162050302e-05,0
B/LB,4.01232586505746e-06,0
B/LB,4.20578042461559e-06,0
B/LB,3.9211927396938e-05,0
B/LB,1.19305166709086e-05,0
B/LB,1.27597676020994e-05,0
B/LB,7.95475336287198e-06,0
B/LB,7.49057069336247e-05,0
B/LB,7.49057069336247e-05,0
B/LB,2.84569040514501e-05,0
B/LB,2.77654375832963e-05,0
B/LB,0.00017862712296918,0
B/LB,2.78626926506178e-05,0
B/LB,6.82719956305923e-05,0
B/LB,4.792179163605e-05,0
B/LB,3.59218340890223e-05,0
B/LB,0.120568232913669,0
B/LB,3.97630124458229e-06,0
B/LB,8.6580875651635e-05,0
B/LB,0.000175573707039309,0
B/LB,0.000175573707039309,0
B/LB,0.00572117316191241,0
B/LB,3.98488929977525e-06,0
B/LB,1.60345062574661e-05,0
B/LB,8.02365373119958e-06,0
B/LB,4.01274447645723e-06,0
B/LB,3.1817494849543e-05,0
B/LB,1.20109539900389e-05,0
B/LB,4.57767799364535e-05,0
B/LB,1.59159637116027e-05,0
B/LB,3.30569145620431e-05,0
B/LB,6.25970253893535e-06,0
B/LB,0.00317979622097373,0
B/LB,4.97383761414957e-06,0
B/LB,4.3418356123146e-05,0
B/LB,4.3418356123146e-05,0
B/LB,0.534836428747613,0
B/LB,1.999984000128e-05,0
B/LB,7.9819289129411e-06,0
B/LB,1.59239472280389e-05,0
B/LB,9.18772519913396e-05,0
B/LB,2.14290612356854e-05,0
B/LB,7.59286270905349e-05,0
B/LB,2.00333354702224e-05,0
B/LB,1.623798389192e-05,0
B/LB,4.73041372198413e-06,0
B/LB,9.41218837471968e-05,0
B/LB,2.46688210770407e-05,0
B/LB,9.30699319375541e-05,0
B/LB,0.000604906192491904,0
B/LB,6.77366399438981e-05,0
B/LB,6.37894098948006e-05,0
B/LB,7.95576594136601e-05,0
B/LB,3.1826102177701e-05,0
B/LB,2.78555965872915e-05,0
B/LB,5.85802490832191e-06,0
B/LB,1.99508411274619e-05,0
B/LB,7.98186520226046e-06,0
B/LB,6.76310052354355e-05,0
B/LB,1.59838882406534e-05,0
B/LB,7.56116585218319e-05,0
B/LB,7.95424717027657e-06,0
B/LB,7.559360875931e-05,0
B/LB,3.9808600249998e-06,0
B/LB,1.20490153946253e-05,0
B/LB,7.72923277194695e-05,0
B/LB,0.000421331927453124,0
B/LB,0.000127806415882077,0
B/LB,0.000127806415882077,0
B/LB,0.00133649904997706,0
B/LB,8.6680535552355e-05,0
B/LB,5.9096166347266e-05,0
B/LB,1.62510461610966e-05,0
B/LB,9.56094037160188e-05,0
B/LB,3.18197728068222e-05,0
B/LB,1.24228639003163,0
B/LB,4.5327628095877e-06,0
B/LB,8.22429291641651e-06,0
B/LB,0.0011828523067286,0
B/LB,2.78345514263219e-05,0
B/LB,7.95380430459889e-06,0
B/LB,1.99134957743562e-05,0
B/LB,0.000262602952293797,0
B/LB,5.96459416901274e-05,0
B/LB,3.99891229585553e-06,0
B/LB,7.95905860254849e-06,0
B/LB,7.98728424348437e-06,0
B/LB,4.78449822574858e-05,0
B/LB,9.23907017997709e-06,0
B/LB,1.83609206165597e-05,0
B/LB,8.04349924391107e-06,0
B/LB,4.08910988256076e-06,0
B/LB,8.90091501406345e-06,0
B/LB,1.590773513621e-05,0
B/LB,2.14867083222319e-05,0
B/LB,2.40367281205682e-05,0
B/LB,6.53822683288292e-05,0
B/LB,6.53822683288292e-05,0
B/LB,1.55894365977614e-05,0
B/LB,0.930879734640619,0
B/LB,0.000756724033555306,0
B/LB,0.000234166556285125,0
B/LB,1.23432408413153e-05,0
B/LB,4.79805007245056e-06,0
B/LB,6.86280842268441e-05,0
B/LB,0.00141489771051113,0
B/LB,0.293729527814016,0
B/LB,4.036294358875e-06,0
B/LB,4.01667724391674e-05,0
B/LB,1.20224097718147e-05,0
B/LB,6.93424702235275e-05,0
B/LB,3.99325937816965e-06,0
B/LB,3.98136720149699e-06,0
B/LB,7.98983692742831e-05,0
B/LB,0.00015944258870987,0
B/LB,0.00015944258870987,0
B/LB,2.39161976434573e-05,0
B/LB,0.000735084574676336,0
B/LB,0.000735084574676336,0
B/LB,4.39174352217831e-06,0
B/LB,3.97813616364461e-06,0
B/LB,4.37464456012949e-05,0
B/LB,3.57994277395181e-05,0
B/LB,8.24592651230292e-06,0
B/LB,0.000191892540177501,0
B/LB,0.0013436915287816,0
B/LB,4.20801036853755e-06,0
B/LB,4.11837867668256e-06,0
B/LB,9.93994615862498e-05,0
B/LB,0.0963862748377092,0
B/LB,7.33209502395151e-05,0
B/LB,5.66231684582818e-05,0
B/LB,8.2853473631882e-06,0
B/LB,2.40205616007302e-05,0
B/LB,8.05276169462317e-06,0
B/LB,1.59716343773458e-05,0
B/LB,3.98873581007236e-06,0
B/LB,3.99932811287704e-05,0
B/LB,9.23450362344333e-05,0
B/LB,6.65009684203526e-05,0
B/LB,3.98787685436274e-06,0
B/LB,7.99801649191001e-06,0
B/LB,0.0289268339482805,0
B/LB,4.7977354688587e-05,0
B/LB,1.1978630123859e-05,0
B/LB,4.10964533760736e-05,0
B/LB,9.33928783685113e-05,0
B/LB,7.35312140003432e-05,0
B/LB,4.00666709404449e-06,0
B/LB,8.03006456171908e-06,0
B/LB,2.40407731512645e-05,0
B/LB,1.59579561049821e-05,0
B/LB,2.87068781680091e-05,0
B/LB,3.6144578313253e-05,0
B/LB,8.4054467294807e-05,0
B/LB,7.96083270310075e-06,0
B/LB,7.97435447600517e-06,0
B/LB,3.97674400108167e-06,0
B/LB,3.98450823199401e-06,0
B/LB,3.98549280618549e-06,0
B/LB,3.97946595566875e-06,0
B/LB,0.673741206855538,0
B/LB,3.9813460665628e-05,0
B/LB,3.23729362253156e-05,0
B/LB,3.98349240746347e-06,0
B/LB,2.38591356630454e-05,0
B/LB,0.365556539584528,0
B/LB,3.97645936058533e-06,0
B/LB,3.97740832073821e-06,0
B/LB,2.39423468288362e-05,0
B/LB,1.07472567627113e-05,0
B/LB,0.00175102872937851,0
B/LB,0.00175102872937851,0
B/LB,0.00119431506031291,0
B/LB,7.93751587503175e-05,0
B/LB,2.46986761509583e-05,0
B/LB,0.000107636719739308,0
B/LB,8.02243071628273e-06,0
B/LB,3.6205356783677e-05,0
B/LB,3.97540549136012e-05,0
B/LB,0.000119270236538437,0
B/LB,0.000119270236538437,0
B/LB,4.60713687384822e-05,0
B/LB,4.60713687384822e-05,0
B/LB,2.40521450504694e-05,0
B/LB,3.98981798450355e-06,0
B/LB,4.06328980195526e-06,0
B/LB,2.78803375910592e-05,0
B/LB,3.98108189881682e-06,0
B/LB,2.3888203208982e-05,0
B/LB,2.3888203208982e-05,0
B/LB,3.98139890431902e-06,0
B/LB,0.000375211314064239,0
B/LB,1.59108989657916e-05,0
B/LB,1.9918414175537e-05,0
B/LB,7.98881565807869e-06,0
B/LB,1.59403194440017e-05,0
B/LB,3.97987773815588e-06,0
B/LB,0.000118002056607272,0
B/LB,0.000118002056607272,0
B/LB,0.00194903303787268,0
B/LB,2.79453389170782e-05,0
B/LB,4.02174962195554e-06,0
B/LB,1.19385879038227e-05,0
B/LB,0.566697599983059,0
B/LB,3.20397292642877e-05,0
B/LB,0.00382549014092431,0
B/LB,3.31416640429516e-05,0
B/LB,3.31416640429516e-05,0
B/LB,1.62052229433546e-05,0
B/LB,0.000139084334195111,0
B/LB,0.00706993300867674,0
B/LB,0.00706993300867674,0
B/LB,3.98469875677399e-06,0
B/LB,1.20693262097488e-05,0
B/LB,7.96127635182473e-06,0
B/LB,6.53418604461216e-05,0
B/LB,8.44623129159769e-06,0
B/LB,0.0799663028231463,0
B/LB,0.000104764023067426,0
B/LB,4.78171472289963e-05,0
B/LB,7.95469008527428e-06,0
B/LB,0.000115478499098073,0
B/LB,0.000115478499098073,0
B/LB,9.94265079024188e-05,0
B/LB,0.00713853777967877,0
B/LB,7.9854983350236e-06,0
B/LB,7.95374104209915e-05,0
B/LB,5.16927383631693e-05,0
B/LB,3.97725012926063e-05,0
B/LB,1.59353661548758e-05,0
B/LB,7.95779187191138e-06,0
B/LB,0.000111739275024942,0
B/LB,1.19544773502502e-05,0
B/LB,2.79818677496982e-05,0
B/LB,0.00117135920262384,0
B/LB,7.96520797158014e-06,0
B/LB,3.60756144879668e-05,0
B/LB,1.98914721280693e-05,0
B/LB,4.00769477396601e-06,0
B/LB,9.67484459780865e-05,0
B/LB,4.40546277383956e-05,0
B/LB,3.98425422729374e-06,0
B/LB,4.00275389467954e-06,0
B/LB,4.37824885966518e-05,0
B/LB,0.0261622762615207,0
B/LB,0.0261622762615207,0
B/LB,3.98327026488747e-06,0
B/LB,0.000259395388917222,0
B/LB,1.99517964597532e-05,0
B/LB,4.39104227376153e-05,0
B/LB,2.00632393303693e-05,0
B/LB,2.79991040286711e-05,0
B/LB,2.04923071878817e-05,0
B/LB,6.77890405059455e-05,0
B/LB,9.36268603250073e-05,0
B/LB,2.39327967068472e-05,0
B/LB,4.83286347160693e-05,0
B/LB,8.45986018967897e-05,0
B/LB,8.45986018967897e-05,0
B/LB,1.59081147293234e-05,0
B/LB,9.34495900407115e-05,0
B/LB,2.6542800265428e-05,0
B/LB,3.9786109873321e-06,0
B/LB,3.657258031745e-05,0
B/LB,6.78393564040352e-05,0
B/LB,3.99587625570411e-06,0
B/LB,7.98291655856467e-06,0
B/LB,0.000676261413908195,0
B/LB,4.03639211127526e-05,0
B/LB,7.63309710906491e-05,0
B/LB,3.57969596448942e-05,0
B/LB,1.99207949194005e-05,0
B/LB,2.8624237368533e-05,0
B/LB,7.95861520095503e-05,0
B/LB,3.97908592438145e-06,0
B/LB,1.19292832091362e-05,0
B/LB,1.98986759421028e-05,0
B/LB,5.36573688077333e-05,0
B/LB,1.59216654062015e-05,0
B/LB,2.40185423146669e-05,0
B/LB,0.000311113122347458,0
B/LB,0.000311113122347458,0
B/LB,0.000311113122347458,0
B/LB,0.000311113122347458,0
B/LB,1.06858156483084e-05,0
B/LB,8.35840855901036e-05,0
B/LB,4.06500760156422e-06,0
B/LB,2.32361442871616e-05,0
B/LB,1.99230174605325e-05,0
B/LB,0.000109079619731664,0
B/LB,2.00187375383359e-05,0
B/LB,9.28530971150543e-06,0
B/LB,0.0001085776330076,0
B/LB,2.08770010605517e-05,0
B/LB,1.25824148170517e-05,0
B/LB,3.55413390199476e-05,0
B/LB,7.95646223863022e-06,0
B/LB,0.000702457449503674,0
B/LB,8.11339277745775e-06,0
B/LB,3.71281001963664e-05,0
B/LB,1.23052691162356e-05,0
B/LB,1.59126712601244e-05,0
B/LB,6.33637268009555e-05,0
B/LB,3.46041287669066e-05,0
B/LB,4.03222554656817e-06,0
B/LB,1.48903696534266e-05,0
B/LB,9.14833023085612e-05,0
B/LB,1.6047114327666e-05,0
B/LB,3.18661621190998e-05,0
B/LB,1.99171446781389e-05,0
B/LB,3.97857932889324e-06,0
B/LB,3.97826277221263e-06,0
B/LB,4.81861914437386e-05,0
B/LB,9.20272400630587e-05,0
B/LB,4.05022276225192e-06,0
B/LB,5.21288625482192e-05,0
B/LB,1.71367858244508e-05,0
B/LB,2.58605084175955e-05,0
B/LB,5.18605987106657e-05,0
B/LB,0.000115978659926574,0
B/LB,0.00033039203835771,0
B/LB,4.1306610709978e-06,0
B/LB,1.59874658267918e-05,0
B/LB,3.20767275322572e-05,0
B/LB,0.000479879344621924,0
B/LB,0.000479879344621924,0
B/LB,1.5912418051047e-05,0
B/LB,2.00011734021729e-05,0
B/LB,1.59846547314578e-05,0
B/LB,8.35315550393394e-05,0
B/LB,5.42260140264623e-05,0
B/LB,2.42972033918896e-05,0
B/LB,0.368689338721251,0
B/LB,3.63912790321537e-05,0
B/LB,1.61072095870111e-05,0
B/LB,6.75668652093014e-05,0
B/LB,7.95355126063788e-06,0
B/LB,7.42533822415611e-06,0
B/LB,2.00400801603206e-05,0
B/LB,3.98108189881682e-06,0
B/LB,9.96322904267982e-05,0
B/LB,1.23610412941186e-05,0
B/LB,7.97451345499783e-05,0
B/LB,2.95588135936761e-05,0
B/LB,0.00048356987838871,0
B/LB,3.58477188901546e-05,0
B/LB,0.000111016997935906,0
B/LB,0.000709369245717625,0
B/LB,0.000709369245717625,0
B/LB,0.000709369245717625,0
B/LB,0.000709369245717625,0
B/LB,0.000709369245717625,0
B/LB,1.66726757768946e-05,0
B/LB,5.56677747204683e-05,0
B/LB,7.98514762541673e-06,0
B/LB,3.98254054226272e-06,0
B/LB,1.19461943406895e-05,0
B/LB,1.19694539535106e-05,0
B/LB,7.18608773414669e-05,0
B/LB,1.60323211594575e-05,0
B/LB,0.000257135510413988,0
B/LB,0.000257135510413988,0
B/LB,3.86566056407719e-05,0
B/LB,1.33770316366798e-05,0
B/LB,4.00214514980029e-05,0
B/LB,7.95317172488388e-06,0
B/LB,3.99942408293206e-06,0
B/LB,2.38754655715786e-05,0
B/LB,7.95652554442526e-06,0
B/LB,9.89211772783875e-05,0
